id,type,name,address,
2344,laundry,Six Star Laundromat,Dundas Street West,
2345,tattoo,Soma Tiger Tattoo,Dundas Street West,
2346,massage,Church Wellness Centre,Church Street,
2347,hairdresser,Distinct Hair Design,Maitland Street,
2348,books,Glad Day Bookshop,Church Street,
2349,hairdresser,Ho's Place,Church Street,
2350,erotic,Love Shop,Church Street,
2351,convenience,Maple Leaf Convenience,Church Street,
2352,clothes,he Men's Room,Church Street,
2353,travel_agency,Maple Fun Tours,Wellesley Street East,
2354,tobacco,Mr Tobacconists,Church Street,
2355,dry_cleaning,Nova Supreme Dry Cleaners,Church Street,
2356,tattoo,PASSAGE TATTOO,Geary Avenue,
2357,convenience,Pusateri Fruit,Church Street,
2358,hearing_aids,Skylark,Wellesley Street East,
2359,beauty,Salon One Inc,Church Street,
2360,massage,Steamworks Baths Toronto,Church Street,
2361,bakery,Pain Perdu,St. Clair Avenue West,
2362,car,Rexdale Hyundai,Rexdale Boulevard,
2363,convenience,Alexandra Tuck Shop,Augusta Avenue,
2364,travel_agency,Ashok Travels,Gerrard Street East,
2365,interior_decoration,Basis Design Build,Carlton Street,
2366,florist,Blooming Flower Bar,Parliament Street,
2367,beauty,Capability Brown Hair Studio,Carlton Street,
2368,bicycle,Cycle Solutions,Parliament Street,
2369,doityourself,Dance Umbrella of Ontario,Parliament Street,
2370,dry_cleaning,Del-Ray Cleaners,Parliament Street,
2371,beauty,Deciem,Carlton Street,
2372,massage,Donvale Massage Therapy,Parliament Street,
2373,clothes,The Yonge Street Mission - Double Take Store,Gerrard Street East,
2374,stationery,Eagle TaeKwonDo Academy,Parliament Street,
2375,furniture,Eclectisaurus,Gerrard Street East,
2376,car_repair,Minute Muffler Brake & Wheel,Lake Shore Boulevard West,
2377,tobacco,Vape Loft,Yonge Street,
2378,hairdresser,The Maze Hair Salon,Yonge Street,
2379,dry_cleaning,Carlton Dry Cleaners,Carlton Street,
2380,optician,Face Furniture Optical,Parliament Street,
2381,clothes,Fashion Wearhouse-Parliament,Parliament Street,
2382,mobile_phone,Freedom Mobile,Parliament Street,
2383,convenience,Gerrard Convenience,Gerrard Street East,
2384,hairdresser,Hair Lift Group,Parliament Street,
2385,beauty,Hair Spa salon,Parliament Street,
2386,hairdresser,Hastings Barber Shop Cabbagetown,Gerrard Street East,
2387,clothes,Hilary MacMillan Studio,Carlton Street,
2388,pet,HUMMINGBIRD METAL ARTS,Gerrard Street East,
2389,massage,Jordano Skin Care,Gerrard Street East,
2390,antiques,KENDALL & Co. Interior Design + Decor,Parliament Street,
2391,lighting,Lamp Cage,Parliament Street,
2392,car_repair,Lorin Fraser Service Centre Ltd,Gerrard Street East,
2393,computer,Maple Leaf Computers & Cellphone,Parliament Street,
2394,furniture,MI CASA TORONTO | Home Decor,Carlton Street,
2395,dry_cleaning,Parliament Dry Cleaner,Parliament Street,
2396,clothes,Onirak Fashion,Parliament Street,
2397,furniture,Parliament Furniture,Parliament Street,
2398,convenience,Parliament Smoke & Gift,Parliament Street,
2399,car_repair,AlignTEK,Kipling Avenue,
2400,car,Mikate Motors,Kipling Avenue,
2401,massage,Great 8 Holistic Centre,Kipling Avenue,
2402,hairdresser,Eleganza Hair Salon & Spa,Kipling Avenue,
2403,furniture,Aman Furniture Manufacturing,Brydon Drive,
2404,hardware,Canadian Car Care,Brydon Drive,
2405,furniture,Officestock.ca,Brydon Drive,
2406,florist,Flower Company,Brydon Drive,
2407,headshop,420 King's,Queen Street West,
2408,clothes,Frank and Oak,Queen Street West,
2409,candles,Yummi Candles,Queen Street West,
2410,hairdresser,Harlots,Queen Street West,
2411,bicycle,Giant,Queen Street West,
2412,toys,Kolkid,Queen Street West,
2413,optician,Warby Parker,Queen Street West,
2414,mobile_phone,Virgin Plus,Queen Street West,
2415,optician,Boom Optical,Queen Street West,
2416,optician,Bailey Nelson,Queen Street West,
2417,vacant,Toma Burger,Queen Street West,
2418,clothes,Ben Sherman,Queen Street West,
2419,cannabis,Wonderland,King Street West,
2420,car_repair,1 Four 0 Nine Inc.,Bloor Street West,
2421,dry_cleaning,White Dove Dry Cleaners,Islington Avenue,
2422,tattoo_supplies,Studio One Tattoo Supplies,Queen Street East,
2423,hairdresser,Fade Away - Barber Shop,John Garland Boulevard,
2424,convenience,Dollar King & Party Supplies,Martin Grove Road,
2425,convenience,Convenience Store,Martin Grove Road,
2426,dry_cleaning,Dry Cleaners,Martin Grove Road,
2427,clothes,Multi Moda,College Street,
2428,bicycle,Bikechain,College Street,
2429,bicycle,Bike Repair Clinic,Queen Street East,
2430,bicycle,Scarborough Cycles,Danforth Avenue,
2431,supermarket,Joy Mart,Finch Avenue West,
2432,hairdresser,Hair Avenue,Finch Avenue West,
2433,hairdresser,J Hair Salon,Midland Avenue,
2434,bakery,Cheese Garden Japanese Cheesecake,Midland Avenue,
2435,tea,Tsaa,Danforth Avenue,
2436,doityourself,DeSerres,Eglinton Avenue West,
2437,beauty,Bay Street Clinic of Electrolysis And Skincare,Bay Street,
2438,mobile_phone,Rogers,Sheppard Avenue West,
2439,vacant,Express To Go Convenience,Queen Street West,
2440,pawnbroker,Qik Cash & Pawn,Jane Street,
2441,beauty,Azita Beauty Salon,Northtown Way,
2442,supermarket,Organic Garage,Hanna Avenue,
2443,beauty,Gioia Beauty and Spa,Joe Shuster Way,
2444,convenience,Fuzion Convenience,Joe Shuster Way,
2445,bed,East West Futons,Cartwright Avenue,
2446,furniture,Universe Design,Cartwright Avenue,
2447,furniture,Chair King,Cartwright Avenue,
2448,beauty,Rosy Nails,Danforth Avenue,
2449,clothes,Vintage,Queen Street West,
2450,gift,All in the Cards,Sheppard Avenue West,
2451,dry_cleaning,King West Village Cleaners,King Street West,
2452,beauty,Sparks,King Street West,
2453,optician,King West Eye Care,King Street West,
2454,paint,Benjamin Moore,St. Clair Avenue West,
2455,optician,Pearle Vision,Hanna Avenue,
2456,mobile_phone,Rogers,Hanna Avenue,
2457,mobile_phone,Fido,Hanna Avenue,
2458,hairdresser,Axe & Hatchet,Lynn Williams Street,
2459,optician,See & Be Seen,East Liberty Street,
2460,beauty,Mint,East Liberty Street,
2461,beauty,Vent Blow Dry Bar,East Liberty Street,
2462,massage,Royal York Massage Therapy,Dundas Street West,
2463,hairdresser,Couples,Dundas Street West,
2464,dry_cleaning,Montgomery Alterations,Dundas Street West,
2465,massage,5178 Health Spa,Dundas Street West,
2466,beauty,Sense Jenny’s Spa,Dundas Street West,
2467,cannabis,Em Jay’s Smart Cannabis,Dundas Street West,
2468,medical_supply,Seniors Store,Dundas Street West,
2469,tobacco,Vape4Change,Dundas Street West,
2470,mobile_phone,Freedom Mobile,Dundas Street West,
2471,paint,Village Paint & Wallpaper,Dundas Street West,
2472,second_hand,Value Village,Islington Avenue,
2473,car_repair,Assured Collision Centre,Atomic Avenue,
2474,furniture,Royal Furniture Warehouse,Brown's Line,
2475,medical_supply,At Home Healthcare Solutions,Lake Shore Boulevard West,
2476,car_repair,Chesswood Transmission,Wilson Avenue,
2477,beauty,Pink Lipstick Beauty Supply,Yonge Street,
2478,tobacco,Central Vape City,Yonge Street,
2479,clothes,Pumpkin Clothing and Accessories,Yonge Street,
2480,travel_agency,KC Tour,Yonge Street,
2481,bakery,Alli's Fresh Baked,St. Clair Avenue West,
2482,hairdresser,Salon Dionne,St. Clair Avenue West,
2483,computer,Hi-Five Computer,St. Clair Avenue West,
2484,tattoo,Bad Buddha Tattoes,St. Clair Avenue West,
2485,florist,Poppies,Queen Street West,
2486,art,Craft Ontario,Queen Street West,
2487,clothes,Birds of North America,Queen Street West,
2488,car_repair,Bianchi Collision Centre,Gladstone Avenue,
2489,pawnbroker,Queenglad Pawnbrokers,Queen Street West,
2490,clothes,100% Silk,Queen Street West,
2491,cannabis,High Variety,Queen Street West,
2492,herbalist,Helen + Hildegard,Queen Street West,
2493,furniture,INabstracto,Queen Street West,
2494,hairdresser,Town Barber,Queen Street West,
2495,laundry,Monster Wash,King Street West,
2496,convenience,Kapamilya Foods,Springhurst Avenue,
2497,convenience,King's Milk,King Street West,
2498,convenience,King's Food Market,King Street West,
2499,laundry,King's Coin Laundry,King Street West,
2500,convenience,King Mini Mart,King Street West,
2501,optician,Eye on Optical on King,King Street West,
2502,vacant,Sol Produce,King Street West,
2503,variety_store,Dollarama,King Street West,
2504,e-cigarette,Six Vapes,Queen Street West,
2505,wine,Wine Rack,Queen Street West,
2506,second_hand,Garb,Queen Street West,
2507,interior_decoration,Cambie,Queen Street West,
2508,cannabis,Axes Smoke,Queen Street West,
2509,car_repair,Mario's Garage,Fennings Street,
2510,interior_decoration,Dynasty,Queen Street West,
2511,interior_decoration,Rec + Art History,Queen Street West,
2512,books,Flying Books,Queen Street West,
2513,gift,The Weekend Variety,Queen Street West,
2514,appliance,Royal,Queen Street West,
2515,art,Aeya Studios,Queen Street West,
2516,interior_decoration,Average,Queen Street West,
2517,furniture,Quasi Modo,Queen Street West,
2518,optician,Eye Wonder,Queen Street West,
2519,clothes,Suzi Roher,Queen Street West,
2520,perfumery,Le Labo,Queen Street West,
2521,beauty,Locks & Mane,Queen Street West,
2522,cosmetics,Aesop,Queen Street West,
2523,antiques,Stuart Jackson Gallery,Queen Street West,
2524,second_hand,Consign Toronto,Queen Street West,
2525,clothes,Gaspard,Queen Street West,
2526,clothes,Tusk,Queen Street West,
2527,cannabis,Trinity Flower Cannabis,Queen Street West,
2528,clothes,Philistine,Queen Street West,
2529,convenience,Family Mart,Queen Street West,
2530,tobacco,Ron's Cigar Store,Queen Street West,
2531,clothes,18 Waits,Queen Street West,
2532,art,Show Gallery,Queen Street West,
2533,art,Paul Petro,Queen Street West,
2534,clothes,The Citizen Room,Queen Street West,
2535,convenience,K & N Supermarket,Queen Street West,
2536,deli,Organic Boutique,Queen Street West,
2537,convenience,Hong Phat,Queen Street West,
2538,clothes,Fred Perry,Queen Street West,
2539,art,The 6 Oceans Gallery,Queen Street West,
2540,supermarket,Kai Wei Supermarket,Spadina Avenue,
2541,beauty,Breeze Salon,Yonge Street,
2542,clothes,AREA+001,Ossington Avenue,
2543,clothes,Annie Aime,Ossington Avenue,
2544,clothes,Lost & Found,Ossington Avenue,
2545,clothes,Tiger of Sweden,Ossington Avenue,
2546,furniture,Style Garage,Ossington Avenue,
2547,ski,Burton,Ossington Avenue,
2548,jewelry,Anice,Ossington Avenue,
2549,tattoo,Bellwoods Tattoo,Ossington Avenue,
2550,clothes,Mars,Ossington Avenue,
2551,bakery,Venezia Bakery,Ossington Avenue,
2552,motorcycle,Town Moto,Ossington Avenue,
2553,alcohol,Bellwoods Brewery Bottle Shop,Ossington Avenue,
2554,furniture,VdeV,Ossington Avenue,
2555,trade,Downtown Tile,Ossington Avenue,
2556,trade,Downtown Lumber Home Building Centre,Ossington Avenue,
2557,frame,Telegramme,Ossington Avenue,
2558,hairdresser,Lola,Ossington Avenue,
2559,hairdresser,Bellwoods Barbers,Ossington Avenue,
2560,dry_cleaning,Superior Dry Cleaners,Ossington Avenue,
2561,beauty,Ahoy Lashes,Ossington Avenue,
2562,hairdresser,Hero Heroine,Ossington Avenue,
2563,tattoo,Original Gallery,Ossington Avenue,
2564,books,Papelaria Portugal,Ossington Avenue,
2565,hairdresser,La Barbería,Dundas Street West,
2566,convenience,Amigo Convenience,Dundas Street West,
2567,travel_agency,Alfa Mar Travel,Dundas Street West,
2568,travel_agency,Holiday Seasons Travel,Dundas Street West,
2569,travel_agency,MarinaSol,Dundas Street West,
2570,convenience,King's Fruit Supermarket,Dundas Street West,
2571,jewelry,Kim's Jewellery & Watch,Dundas Street West,
2572,beauty,Eternity Hair & Spa,Dundas Street West,
2573,jewelry,Soo Ling Beads & Beading,Dundas Street West,
2574,kitchen,Falcon Kitchens,Ossington Avenue,
2575,vacant,Crafted,Ossington Avenue,
2576,clothes,Peace Collective,Ossington Avenue,
2577,clothes,Victoire,Ossington Avenue,
2578,beauty,Buffer Nails & Waxing,Ossington Avenue,
2579,clothes,The Latest Scoop,Ossington Avenue,
2580,optician,North,Ossington Avenue,
2581,supermarket,Fresh City Farms,Ossington Avenue,
2582,hairdresser,Barber & Co,Ossington Avenue,
2583,clothes,I Miss You,Ossington Avenue,
2584,optician,Ollie Quinn,Ossington Avenue,
2585,medical_supply,Vital Mobility Medical Supplies,Bathurst Street,
2586,clothes,Logan & Finley,Queen Street West,
2587,herbalist,Anarres Natural Health Apothecary,Bloor Street West,
2588,convenience,Saponeti,Brock Avenue,
2589,mobile_phone,Freedom Mobile,Albion Road,
2590,money_lender,Cash Bazaar,Albion Road,
2591,clothes,Kabul Poshak,Albion Road,
2592,mobile_phone,Connexions,Albion Road,
2593,nutrition_supplements,Sumeru Herbs,Islington Avenue,
2594,clothes,Phantom Outlet,Lawrence Avenue West,
2595,pawnbroker,UnideLuxe,Church Street,
2596,pawnbroker,Jewellery Plus Pawnshop,Church Street,
2597,bakery,Goldstruck,Richmond Street West,
2598,hairdresser,Blo Blow Dry Bar,North Queen Street,
2599,medical_supply,Wellwise by Shoppers Drug Mart,Dundas Street West,
2600,wine,Wine Rack,Dundas Street West,
2601,beauty,Kiki Nails Spa & Boutique,Bloor Street West,
2602,massage,Wellness Spa,Bloor Street West,
2603,hairdresser,Debut Salon,Bloor Street West,
2604,florist,Juli's Rose,Bloor Street West,
2605,vacant,McCall's Baking Supplies,Bloor Street West,
2606,beauty,Fig Nails & Spa,Bloor Street West,
2607,variety_store,Dollar Topia,The West Mall,
2608,bakery,Pastries & Delicatessen,The West Mall,
2609,convenience,Daisy Mart,The West Mall,
2610,beauty,Lifestream Medical Center,The West Mall,
2611,hairdresser,Classic Touch Nail Spa & Hair Salon,The West Mall,
2612,hairdresser,West Mall Hairstylists,The West Mall,
2613,florist,Alana's Flowers & Gifts,The West Mall,
2614,convenience,West Mall Super Save Food Mart,The West Mall,
2615,clothes,The Siista'r,Queen Street West,
2616,clothes,Art. 27,Queen Street West,
2617,clothes,Layover,Queen Street West,
2618,books,Type Books,Queen Street West,
2619,tailor,Studio Kim,Queen Street West,
2620,clothes,Sugar & Scruff,Queen Street West,
2621,clothes,Rock 'N Karma,Queen Street West,
2622,clothes,Shop Andrew,Queen Street West,
2623,art,Victor Gallery,Queen Street West,
2624,beauty,Blitz Facial Bar,Queen Street West,
2625,optician,Visual Eyes,Queen Street West,
2626,jewelry,Mejuri,Dundas Street West,
2627,tattoo,TCB,Dundas Street West,
2628,pet,The Dog Bowl,Dundas Street West,
2629,convenience,Super 4 Variety & Grocery,Dundas Street West,
2630,jewelry,Armed,Dundas Street West,
2631,confectionery,Sweet Addictions Candy Co.,Dundas Street West,
2632,car_repair,A1 Auto Service,Dundas Street West,
2633,beauty,Titanium Nails & Spa,Bloor Street West,
2634,hairdresser,Lily's Hair Salon,Bloor Street West,
2635,convenience,Young's Variety,Bloor Street West,
2636,musical_instrument,Kaos Music,Bloor Street West,
2637,sports,Running Room,Bloor Street West,
2638,clothes,Colours Exchange,Brentwood Road North,
2639,massage,North Brentwood Massage Therapy Clinic,Brentwood Road North,
2640,hairdresser,Mario's Place,Brentwood Road North,
2641,craft,All Fired Up,Brentwood Road North,
2642,hairdresser,Prive,Bloor Street West,
2643,optician,Brook & Braddock,Bloor Street West,
2644,beauty,Helen's Skin Care Clinic,Bloor Street West,
2645,convenience,Kingsway Variety,Bloor Street West,
2646,tobacco,Cigar Studio,Willingdon Boulevard,
2647,beauty,Zen Nails & Spa,Willingdon Boulevard,
2648,greengrocer,Sunnyland Products,Bloor Street West,
2649,butcher,White House Meats,Bloor Street West,
2650,hairdresser,The Business,Bloor Street West,
2651,clothes,Carriage Trade,Bloor Street West,
2652,shoes,BioPed,Bloor Street West,
2653,beauty,iole's esthetics,Bloor Street West,
2654,clothes,Footloose Dancewear,Bloor Street West,
2655,florist,Oleander Floral Design,Bloor Street West,
2656,interior_decoration,Oleander Home Decor & Gifts,Wendover Road,
2657,clothes,Designer Exchange,Wendover Road,
2658,tailor,Clothing Solutions,Wendover Road,
2659,hairdresser,Kingsway Hair Design,Bloor Street West,
2660,hairdresser,Taz Hair Co.,Bloor Street West,
2661,clothes,Simply Chic,Bloor Street West,
2662,florist,Natural Green Garden Florist,Bloor Street West,
2663,optician,Beaulieu Vision Care,Bloor Street West,
2664,dry_cleaning,Noble Custom Cleaners,Bloor Street West,
2665,beauty,Bloor Nail & Spa,Bloor Street West,
2666,tattoo,Red Dragon Tattoo,Bloor Street West,
2667,sports,The Golf Gallery,Bloor Street West,
2668,hifi,Altronics Stereo 2000 Sound Solutions,Bloor Street West,
2669,pastry,Dolled Up Cupcakes,Bloor Street West,
2670,hairdresser,Mane on Bloor,Bloor Street West,
2671,hairdresser,The Comb & Scissor,Jackson Avenue,
2672,hairdresser,Studio Three,Jackson Avenue,
2673,dry_cleaning,Royal York Cleaners,Royal York Road,
2674,beverages,Pure Water & Wine,Royal York Road,
2675,medical_supply,Lana Shoes,Royal York Road,
2676,hearing_aids,Connect Hearing,Royal York Road,
2677,beauty,Anna's Nail Boutique & Spa,Royal York Road,
2678,mobile_phone,Telus,Royal York Road,
2679,paint,Benjamin Moore,Royal York Road,
2680,clothes,Chic Casuals,Royal York Road,
2681,pet_grooming,The Dog Wash,Royal York Road,
2682,bakery,COBS Bread,The Kingsway,
2683,dry_cleaning,Ace Kelly Cleaners,The Kingsway,
2684,hearing_aids,Hear for Life,The Kingsway,
2685,clothes,Petit Mode,The Kingsway,
2686,clothes,Pink Door,The Kingsway,
2687,frame,Humbertown Framing,The Kingsway,
2688,tailor,Humbertown Tailor,The Kingsway,
2689,hairdresser,Vincent's Den for Men,The Kingsway,
2690,hairdresser,Capelli's Hairstyling,The Kingsway,
2691,travel_agency,Carlson Wagonlit Travel,The Kingsway,
2692,clothes,Haven Boutique,The Kingsway,
2693,optician,Josephson Opticians,The Kingsway,
2694,clothes,Saxon for Men,The Kingsway,
2695,beauty,Humbertown Village Spa,The Kingsway,
2696,chocolate,Laura Secord,The Kingsway,
2697,jewelry,Humbertown Jewelers,The Kingsway,
2698,cheese,Alex Farm Products,The Kingsway,
2699,books,A Novel Spot,The Kingsway,
2700,health_food,Nutrition House,The Kingsway,
2701,florist,Vanderfleet Flowers,The Kingsway,
2702,deli,Absolutely Fine Foods,The Kingsway,
2703,pet,Global Pet Foods,The Kingsway,
2704,convenience,Humbertown Convenience,The Kingsway,
2705,herbalist,QZ Town Chinese Herbal Medicine,Royal York Road,
2706,bakery,The Bread Essentials,Royal York Road,
2707,clothes,The Clothing Shop,Royal York Road,
2708,shoes,Giovenco Shoes,Royal York Road,
2709,general,Tina's Department Store,Royal York Road,
2710,car_repair,Dominelli Services,Royal York Road,
2711,car_repair,Mike's Auto,Royal York Road,
2712,hairdresser,Royal 209 Beauty Salon,Royal York Road,
2713,supermarket,Food Basics,Dundas Street West,
2714,hairdresser,Salon Absolute,Dundas Street West,
2715,pet,Wild Birds Unlimited,Dundas Street West,
2716,medical_supply,Silver Cross,The East Mall,
2717,vacant,Dundas West Convenience,Dundas Street West,
2718,vacant,Emmett's ToyStop,Dundas Street West,
2719,toys,Emmetts Toy Stop & Hobby Shop,Dundas Street West,
2720,shoes,Comfort Zone,Dundas Street West,
2721,gift,Central Stamp & Coin,Dundas Street West,
2722,clothes,Best for Bride,Dundas Street West,
2723,vacant,Medium Rare,Dundas Street West,
2724,bicycle,Chain Reaction Bicycles,Dundas Street West,
2725,beauty,DC Nails,Dundas Street West,
2726,hairdresser,Janina's Haircuts,Dundas Street West,
2727,yes,Bella Vista Windows & Doors,Dundas Street West,
2728,frame,JC Art & Framing,Dundas Street West,
2729,kitchen,Marcon Kitchen & Bath,Dundas Street West,
2730,convenience,Circle K,La Rose Avenue,
2731,convenience,Melrose Variety,La Rose Avenue,
2732,bakery,La Rose Bakery,La Rose Avenue,
2733,hairdresser,Scarlett O'Hair,Scarlett Road,
2734,optician,Elite Vision Centre,Scarlett Road,
2735,hairdresser,Tony's Barber Shop,Burnhamthorpe Road,
2736,jewelry,Pot "O" Gold Jewelry,Burnhamthorpe Road,
2737,alcohol,The Beer Store,Burnhamthorpe Road,
2738,hardware,Home Hardware,Islington Avenue,
2739,hairdresser,Inna's Coiffure Hair Salon,Islington Avenue,
2740,hearing_aids,Sense of Hearing,Wincott Drive,
2741,florist,The Potty Planter,Wincott Drive,
2742,bakery,Richview Bakery,Wincott Drive,
2743,butcher,Durdur Meats,Wincott Drive,
2744,beauty,Nails & Tanning,Wincott Drive,
2745,hairdresser,Zito Hair Salon,Wincott Drive,
2746,convenience,The Richviewer,Wincott Drive,
2747,gift,High Hand,Gerrard Street East,
2748,tobacco,SK Cigs,The Queensway,
2749,dry_cleaning,Long Branch Dry Cleaners,Lake Shore Boulevard West,
2750,hairdresser,Angelic Touch Hair Studio,Lake Shore Boulevard West,
2751,cannabis,Green Tree Organics,Lake Shore Boulevard West,
2752,furniture,Long Branch Furniture,Lake Shore Boulevard West,
2753,electronics,Samsung,The West Mall,
2754,coffee,Nespresso,The West Mall,
2755,shoes,Steve Madden,The West Mall,
2756,clothes,Roots,The West Mall,
2757,hairdresser,Curio Hair & Body,The West Mall,
2758,houseware,Le Creuset,The West Mall,
2759,shoes,Skechers,The West Mall,
2760,sports,Champs Sports,The West Mall,
2761,clothes,Le Château,The West Mall,
2762,clothes,Topman,The West Mall,
2763,shoes,Call It Spring,The West Mall,
2764,shoes,Vans,The West Mall,
2765,clothes,Aerie,The West Mall,
2766,clothes,American Eagle Outfitters,The West Mall,
2767,jewelry,Swarovski,The West Mall,
2768,hairdresser,Total Image,The West Mall,
2769,tailor,Stitch It,The West Mall,
2770,travel_agency,Transat Travel,The West Mall,
2771,cosmetics,Sephora,The West Mall,
2772,chocolate,Lindt,The West Mall,
2773,clothes,Change Lingerie,The West Mall,
2774,chocolate,The Chocolate Box,The West Mall,
2775,jewelry,European Boutique,The West Mall,
2776,shoes,L'Intervalle,The West Mall,
2777,cosmetics,Saje,The West Mall,
2778,shoes,B2,The West Mall,
2779,bag,Matt & Nat,The West Mall,
2780,clothes,Nike,The West Mall,
2781,beauty,Laline,The West Mall,
2782,shoes,Loding,The West Mall,
2783,optician,BonLook,The West Mall,
2784,cosmetics,MAC Cosmetics,The West Mall,
2785,watches,Swatch,The West Mall,
2786,hairdresser,Prédiré,The West Mall,
2787,bed,Endy,The West Mall,
2788,bed,Casper,The West Mall,
2789,cosmetics,The Body Shop,The West Mall,
2790,clothes,Tuxedo Junction,The West Mall,
2791,clothes,Laura,The West Mall,
2792,vacant,LensCrafters,The West Mall,
2793,optician,Specsavers,The West Mall,
2794,jewelry,Peoples Jewellers,The West Mall,
2795,beauty,Caryl Baker Visage,The West Mall,
2796,mobile_phone,Virgin Plus,The West Mall,
2797,clothes,The Children's Place,The West Mall,
2798,clothes,Talbots,The West Mall,
2799,furniture,Pottery Barn,The West Mall,
2800,furniture,Pottery Barn Kids,The West Mall,
2801,clothes,Tommy Bahama,The West Mall,
2802,clothes,Levi's,The West Mall,
2803,clothes,Wilfred,The West Mall,
2804,jewelry,Evry Jewels,The West Mall,
2805,clothes,Oak + Fort,The West Mall,
2806,clothes,Ted Baker,The West Mall,
2807,clothes,Maje,The West Mall,
2808,clothes,Sandro,The West Mall,
2809,car,Tesla,The West Mall,
2810,cosmetics,L'Occitane,The West Mall,
2811,jewelry,Michael Hill,The West Mall,
2812,clothes,Free People,The West Mall,
2813,jewelry,Maison Birks,The West Mall,
2814,clothes,UNTUCKit,The West Mall,
2815,shoes,Davids,The West Mall,
2816,jewelry,Chopard,The West Mall,
2817,clothes,Andrews,The West Mall,
2818,clothes,Club Monaco,The West Mall,
2819,clothes,Reiss,The West Mall,
2820,clothes,Lacoste,The West Mall,
2821,beauty,Caudalie,The West Mall,
2822,jewelry,UNOde50,The West Mall,
2823,gift,Drake General Store,The West Mall,
2824,clothes,Eileen Fisher,The West Mall,
2825,houseware,Williams-Sonoma,The West Mall,
2826,clothes,La Vie en Rose,The West Mall,
2827,bag,Coach,The West Mall,
2828,bag,Tumi,The West Mall,
2829,shoes,Geox,The West Mall,
2830,shoes,Aldo,The West Mall,
2831,clothes,Bikini Village,The West Mall,
2832,cosmetics,Charmed Aroma,The West Mall,
2833,shoes,Little Burgandy,The West Mall,
2834,clothes,Abercrombie & Fitch,The West Mall,
2835,mobile_phone,Device Care,The West Mall,
2836,beauty,Paragon,The West Mall,
2837,mobile_phone,Rogers,The West Mall,
2838,gift,Showcase,The West Mall,
2839,optician,Sunglass Hut,The West Mall,
2840,gift,Calendar Club,The West Mall,
2841,clothes,Hatley,The West Mall,
2842,shoes,Soft Moc,The West Mall,
2843,clothes,Dynamite,The West Mall,
2844,electronics,The Source,The West Mall,
2845,shoes,Browns,The West Mall,
2846,shoes,Foot Locker,The West Mall,
2847,mobile_phone,WOW! Mobile Boutique,The West Mall,
2848,beauty,Yves Rocher,The West Mall,
2849,mobile_phone,WirelessWave,The West Mall,
2850,hairdresser,Folino's Hair Salon,The West Mall,
2851,clothes,Black Goat Cashmere,The West Mall,
2852,clothes,M Boutique,The West Mall,
2853,beauty,Green Biotic,The West Mall,
2854,clothes,Abercrombie Kids,The West Mall,
2855,clothes,Aritzia,The West Mall,
2856,clothes,Tory Burch,The West Mall,
2857,cosmetics,Kiehl's,The West Mall,
2858,shoes,Stuart Weitzman,The West Mall,
2859,clothes,Kate Spade New York,The West Mall,
2860,jewelry,Tiffany & Company,The West Mall,
2861,clothes,Maska,The West Mall,
2862,clothes,Honey,The West Mall,
2863,mobile_phone,Tbooth Wireless,The West Mall,
2864,clothes,Ever New,The West Mall,
2865,shoes,Rudsak,The West Mall,
2866,cosmetics,Lush,The West Mall,
2867,mobile_phone,Telus,The West Mall,
2868,cosmetics,Bath & Body Works,The West Mall,
2869,mobile_phone,Cellicon,The West Mall,
2870,cannabis,Tokyo Smoke,The West Mall,
2871,beauty,Trade Secrets,The West Mall,
2872,jewelry,Pandora,The West Mall,
2873,travel_agency,Flight Centre,The West Mall,
2874,beauty,Florentine,The West Mall,
2875,bed,Sleep Country,The West Mall,
2876,clothes,RW&CO.,The West Mall,
2877,shoes,Johnston & Murphy,The West Mall,
2878,bag,Bentley,The West Mall,
2879,bag,Herschel Supply Company,The West Mall,
2880,shoes,Ecco,The West Mall,
2881,houseware,Casper,The West Mall,
2882,clothes,Lululemon,The West Mall,
2883,mobile_phone,Freedom Mobile,The West Mall,
2884,beauty,Pretty 1 Nails Spa,Roncesvalles Avenue,
2885,clothes,Early Bird & Worm,Roncesvalles Avenue,
2886,travel_agency,Polimex Travel,Roncesvalles Avenue,
2887,wine,Wine Rack,Roncesvalles Avenue,
2888,supermarket,Benna's,Roncesvalles Avenue,
2889,convenience,Cinema Convenience,Roncesvalles Avenue,
2890,butcher,The Meat Department,Roncesvalles Avenue,
2891,clothes,Imelda,Roncesvalles Avenue,
2892,florist,Willem & Jöols,Roncesvalles Avenue,
2893,hairdresser,Krystyna's Hair Studio,Roncesvalles Avenue,
2894,alcohol,Bossanova,Roncesvalles Avenue,
2895,clothes,Frock,Roncesvalles Avenue,
2896,deli,Spanish Pig,Roncesvalles Avenue,
2897,clothes,Fevers Vintage,Roncesvalles Avenue,
2898,jewelry,Kim Drosdick,Roncesvalles Avenue,
2899,herbalist,Health from Nature,Roncesvalles Avenue,
2900,cannabis,Herbcan,Roncesvalles Avenue,
2901,hairdresser,Glassbox Barbershop,Roncesvalles Avenue,
2902,clothes,Belo Fashions,Roncesvalles Avenue,
2903,baby_goods,Macklem's,Bloor Street West,
2904,tobacco,Smoke in the Water,Dundas Street West,
2905,beauty_supply,Williams Beauty Supplies,Dundas Street West,
2906,hairdresser,Black & White Barber,Dundas Street West,
2907,pet_grooming,Ellen's Pet Care,Dundas Street West,
2908,beauty,Glamour Nails,Dundas Street West,
